dalil,isu
" وَٱلسَّلَـٰمُ عَلَىَّ يَوْمَ وُلِدتُّ وَيَوْمَ أَمُوتُ وَيَوْمَ أُبْعَثُ حَيًّا 
 Kesejahteraan semoga dilimpahkan kepadaku pada hari kelahiranku, hari wafatku, dan hari aku dibangkitkan hidup (kembali).” 
[Q.S. Maryam (19) : 33]"," Assalamualaikum warahmatullahi wabarakatuh, hari ini hari ulang tahunku ulang tahun teman kawan sahabat besti bestie ulang tahun adik kakak saudara ayah ibu doa apa yang harus diucapkan"
" سَلَـٰمٌ قَوْلًا مِّن رَّبٍّ رَّحِيمٍ 
 (Kepada mereka dikatakan,) “Salam sejahtera” sebagai ucapan dari Tuhan Yang Maha Penyayang. 
[Q.S. Ya-Sin (36) : 58]"," Assalamualaikum"
" بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ 
 Dengan nama Allah Yang Maha Pengasih lagi Maha Penyayang. 
[Q.S. Al-Fatihah (1) : 1]"," aku takut gagal memulai sesuatu. aku takut tidak bisa. saat aku ingin memulai sesuatu yang baru aku selalu merasa tidak mampu. bagaimana caraku memulai sesuatu agar bisa konsisten hingga aku berhasil dan sukses"
" وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ 
 Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan. 
[Q.S. Al-'Ankabut (29) : 69]", " saya telah melakukan banyak sekali dosa dan kesalahan. saya sering bermaksiat secara terang terangan maupun diam diam sembunyi sembunyi. saya mau kembali ke jalan yang benar dan bertaubat bertobat apakah Allah akan memaafkan mengampuni dosa kesalahan saya."
" وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ 
 Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan. 
[Q.S. Al-'Ankabut (29) : 69]", " saya mengalami krisis identitas. bingung setelah ini mau lanjut ke mana tidak tahu tidak punya gambaran tentang masa depan saya tidak jelas. apa yang harus saya lakukan setelah lulus kuliah, tidak ingin menjadi pengangguran tapi tidak tahu harus bekerja apa mencari pekerjaan, saya tidak punya cita-cita atau impian masa depan"
" وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ 
 Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan. 
[Q.S. Al-'Ankabut (29) : 69]", " saya lelah capek bekerja belajar dan berusaha sepanjang waktu siang dan malam tetapi tak kunjung membuahkan hasil seolah perjuangan saya sia-sia. rasanya ingin pasrah dan menyerah. saya tidak diterima ditolak pekerjaan, ditolak di sekolah perguruan tinggi tidak lolos universitas impian "
" وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ 
 Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan. 
[Q.S. Al-'Ankabut (29) : 69]", " saya memiliki seorang teman yang sedang kesusahan. saya selalu menolong dan membantunya mencari jalan keluar dan memberi solusi dari masalah dan masa sulit di kala tidak ada yang peduli dengannya, saya selalu ada saat dia membutuhkan saya. tetapi semua pertolongan dan kebaikan saya seperti selalu disia-siakan dan tidak dihargai. saya menolong dan membantu orang lain tetapi kontribusi saya tidak pernah dianggap apalagi dihargai"
" يَـٰبُنَىَّ إِنَّهَآ إِن تَكُ مِثْقَالَ حَبَّةٍ مِّنْ خَرْدَلٍ فَتَكُن فِى صَخْرَةٍ أَوْ فِى ٱلسَّمَـٰوَٰتِ أَوْ فِى ٱلْأَرْضِ يَأْتِ بِهَا ٱللَّهُ ۚ إِنَّ ٱللَّهَ لَطِيفٌ خَبِيرٌ 
 (Luqman berkata,) “Wahai anakku, sesungguhnya jika ada (suatu perbuatan) seberat biji sawi dan berada dalam batu, di langit, atau di bumi, niscaya Allah akan menghadirkannya (untuk diberi balasan). Sesungguhnya Allah Maha Lembut[^599] lagi Maha Teliti.  [^599]: Allah Maha Lembut artinya ialah ilmu Allah itu meliputi segala sesuatu, betapapun kecilnya. 
[Q.S. Luqman (31) : 16]", " saya sering selalu membantu orang lain yang sedang kesusahan atau meminta pertolongan tetapi hidup saya semakin memburuk bahkan tidak lebih baik dari orang yang saya tolong."
" لَا يُكَلِّفُ ٱللَّهُ نَفْسًا إِلَّا وُسْعَهَا ۚ لَهَا مَا كَسَبَتْ وَعَلَيْهَا مَا ٱكْتَسَبَتْ ۗ رَبَّنَا لَا تُؤَاخِذْنَآ إِن نَّسِينَآ أَوْ أَخْطَأْنَا ۚ رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَآ إِصْرًا كَمَا حَمَلْتَهُۥ عَلَى ٱلَّذِينَ مِن قَبْلِنَا ۚ رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِۦ ۖ وَٱعْفُ عَنَّا وَٱغْفِرْ لَنَا وَٱرْحَمْنَآ ۚ أَنتَ مَوْلَىٰنَا فَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَـٰفِرِينَ 
 Allah tidak membebani seseorang, kecuali menurut kesanggupannya. Baginya ada sesuatu (pahala) dari (kebajikan) yang diusahakannya dan terhadapnya ada (pula) sesuatu (siksa) atas (kejahatan) yang diperbuatnya. (Mereka berdoa,) “Wahai Tuhan kami, janganlah Engkau hukum kami jika kami lupa atau kami salah. Wahai Tuhan kami, janganlah Engkau bebani kami dengan beban yang berat sebagaimana Engkau bebankan kepada orang-orang sebelum kami. Wahai Tuhan kami, janganlah Engkau pikulkan kepada kami apa yang tidak sanggup kami memikulnya. Maafkanlah kami, ampunilah kami, dan rahmatilah kami. Engkaulah pelindung kami. Maka, tolonglah kami dalam menghadapi kaum kafir.” 
[Q.S. Al-Baqarah (2) : 286]"," saya sedang dalam masa sulit dan berada di titik terendah dalam hidup. saya merasa lelah capek menanggung beban hidup yang begitu berat. saya tidak yakin bisa memikulnnya lebih lama lagi. kenapa hidup ini begitu berat untuk dijalani?"
" يَـٰبُنَىَّ أَقِمِ ٱلصَّلَوٰةَ وَأْمُرْ بِٱلْمَعْرُوفِ وَٱنْهَ عَنِ ٱلْمُنكَرِ وَٱصْبِرْ عَلَىٰ مَآ أَصَابَكَ ۖ إِنَّ ذَٰلِكَ مِنْ عَزْمِ ٱلْأُمُورِ 
 Wahai anakku, tegakkanlah salat dan suruhlah (manusia) berbuat yang makruf dan cegahlah (mereka) dari yang mungkar serta bersabarlah terhadap apa yang menimpamu. Sesungguhnya yang demikian itu termasuk urusan yang (harus) diutamakan. 
[Q.S. Luqman (31) : 17]"," saya terkena musibah kecelakaan bencana dan kehilangan orang-orang terdekat tersayang. saya tidak punya siapa-siapa lagi keluarga ataupun teman saya telah tiada."
" يَـٰبُنَىَّ أَقِمِ ٱلصَّلَوٰةَ وَأْمُرْ بِٱلْمَعْرُوفِ وَٱنْهَ عَنِ ٱلْمُنكَرِ وَٱصْبِرْ عَلَىٰ مَآ أَصَابَكَ ۖ إِنَّ ذَٰلِكَ مِنْ عَزْمِ ٱلْأُمُورِ 
 Wahai anakku, tegakkanlah salat dan suruhlah (manusia) berbuat yang makruf dan cegahlah (mereka) dari yang mungkar serta bersabarlah terhadap apa yang menimpamu. Sesungguhnya yang demikian itu termasuk urusan yang (harus) diutamakan. 
[Q.S. Luqman (31) : 17]"," saya sering dibully oleh teman teman saya di sekolah. saya selalu diremehkan dikucilkan dan dianiaya bahkan dipukul dan kekerasan fisik verbal lainnya. saya sudah lama menderita tetapi tidak ada yang mengetahuinya sekalipun orang tua dan keluarga saya hingga sekarang saya takut pergi sekolah bertemu teman saya."
" يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱسْتَعِينُوا۟ بِٱلصَّبْرِ وَٱلصَّلَوٰةِ ۚ إِنَّ ٱللَّهَ مَعَ ٱلصَّـٰبِرِينَ 
 Wahai orang-orang yang beriman, mohonlah pertolongan (kepada Allah) dengan sabar dan salat. Sesungguhnya Allah beserta orang-orang yang sabar. 
[Q.S. Al-Baqarah (2) : 153]"," saya kesal marah emosi. saya sedang menderita kesusahan mengalami krisis ekonomi tidak punya uang. orang orang tidak menyukai saya, saya dijauhi oleh teman teman saya. saya kehilangan orang yang saya sayangi kehilangan orang terdekat saya kehilangan semua yang saya miliki ditinggalkan seorang diri. saya patah hati disakiti orang orang terdekat dan kesayangan. saya capek lelah belajar mengerjakan tugas dituntut berprestasi untuk menjadi seperti orang lain. tidak ada yang peduli mendukung saya. saya mendapat perlakuan tidak wajar dari orang orang di sekitar."
" ۞ قُلْ يَـٰعِبَادِىَ ٱلَّذِينَ أَسْرَفُوا۟ عَلَىٰٓ أَنفُسِهِمْ لَا تَقْنَطُوا۟ مِن رَّحْمَةِ ٱللَّهِ ۚ إِنَّ ٱللَّهَ يَغْفِرُ ٱلذُّنُوبَ جَمِيعًا ۚ إِنَّهُۥ هُوَ ٱلْغَفُورُ ٱلرَّحِيمُ 
 Katakanlah (Nabi Muhammad), “Wahai hamba-hamba-Ku yang melampaui batas (dengan menzalimi) dirinya sendiri, janganlah berputus asa dari rahmat Allah. Sesungguhnya Allah mengampuni dosa semuanya.[^663] Sesungguhnya Dialah Yang Maha Pengampun lagi Maha Penyayang.  [^663]: Semua dosa bisa diampuni Allah Swt., kecuali dosa syirik (lihat surah an-Nisā’ \[4\]: 48). 
[Q.S. Az-Zumar (39) : 53]"," saya banyak melakukan maksiat dan dosa kepada allah. saya ingin bertaubat bertobat tapi saya ragu akankah dosa saya diampuni atau tidak. saya tidak merasa layak untuk diampuni karena dosa dan kesalahan saya tidak bisa diampuni begitu saja"
" وَمَا ذَٰلِكَ عَلَى ٱللَّهِ بِعَزِيزٍ 
 Yang demikian itu bagi Allah tidak sulit. 
[Q.S. Ibrahim (14) : 20]"," aku ingin hidup damai aman sentosa mulia, aku kehilangan banyak hal. harta, keluarga orang tersayang. aku ingin semua mimpi dan cita-citaku tercapai. aku ingin penyakitku cepat sembuh. tolong keluarkan aku dari semua penderitaan ini. semoga allah memberiku jalan keluar. semoga allah memberi solusi. bisakah kamu membantuku? apa yang harus kulakukan? "
" وَٱلَّذِينَ جَـٰهَدُوا۟ فِينَا لَنَهْدِيَنَّهُمْ سُبُلَنَا ۚ وَإِنَّ ٱللَّهَ لَمَعَ ٱلْمُحْسِنِينَ 
 Orang-orang yang berusaha dengan sungguh-sungguh untuk (mencari keridaan) Kami benar-benar akan Kami tunjukkan kepada mereka jalan-jalan Kami. Sesungguhnya Allah benar-benar bersama orang-orang yang berbuat kebaikan. 
[Q.S. Al-'Ankabut (29) : 69]", " saya mencintai seseorang. saya menyukai seseorang. saya jatuh cinta pada seseorang. saya menaruh hati pada orang lain. apa yang sebaiknya saya lakukan?"
" فَإِنَّ مَعَ ٱلْعُسْرِ يُسْرًا 
 Maka, sesungguhnya beserta kesulitan ada kemudahan. 
[Q.S. Ash-Sharh (94) : 5]  إِنَّ مَعَ ٱلْعُسْرِ يُسْرًا 
 Sesungguhnya beserta kesulitan ada kemudahan. 
[Q.S. Ash-Sharh (94) : 6]"," hidup terasa sulit. saya sedang mengalami masa masa sulit. belajar menyelesaikan pekerjaan sangat sulit. sulit mendapatkan memperoleh impian cita-cita harapan. keuangan menipis krisis ekonomi ditimpa bencana musibah kehilangan orang tercinta."
" ٱلْأَخِلَّآءُ يَوْمَئِذٍۭ بَعْضُهُمْ لِبَعْضٍ عَدُوٌّ إِلَّا ٱلْمُتَّقِينَ 
 Teman-teman akrab pada hari itu saling bermusuhan satu sama lain, kecuali orang-orang yang bertakwa. 
[Q.S. Az-Zukhruf (43) : 67]"," saya bertengkar berselisih bercekcok dengan teman dekat akrab sahabat kolega partner saya. kami berdua menginginkan berpendapat hal yang berbeda. kemudian dia marah dan kami saling membantah berdebat tidak mau kalah dan tidak pernah bertemu lagi sampai hingga sekarang."
" وَلَا تَسْتَوِى ٱلْحَسَنَةُ وَلَا ٱلسَّيِّئَةُ ۚ ٱدْفَعْ بِٱلَّتِى هِىَ أَحْسَنُ فَإِذَا ٱلَّذِى بَيْنَكَ وَبَيْنَهُۥ عَدَٰوَةٌ كَأَنَّهُۥ وَلِىٌّ حَمِيمٌ 
 Tidaklah sama kebaikan dengan kejahatan. Tolaklah (kejahatan) dengan perilaku yang lebih baik sehingga orang yang ada permusuhan denganmu serta-merta menjadi seperti teman yang sangat setia. 
[Q.S. Fussilat (41) : 34]"," teman kawan sahabat saya tidak mau bertemu dengan saya lagi karena suatu hari saya bertengkar dengannya sebab suatu masalah sehingga kami berdua marah. saya ingin meminta maaf tapi dia tidak mau memaafkan kesalahan saya. padahal sebelumnya dia yang mulai. setiap bertemu dia selalu buang muka dan tidak bertegur sapa. jika saya menyapa duluan dia pura pura tidak tahu tidak melihat ataupun menoleh. hingga sekarang kami belum saling minta maaf dan tidak mau bertemu lagi padahal dia sahabat saya sejak lama sejak kecil."
" وَمَن يُطِعِ ٱللَّهَ وَٱلرَّسُولَ فَأُو۟لَـٰٓئِكَ مَعَ ٱلَّذِينَ أَنْعَمَ ٱللَّهُ عَلَيْهِم مِّنَ ٱلنَّبِيِّـۧنَ وَٱلصِّدِّيقِينَ وَٱلشُّهَدَآءِ وَٱلصَّـٰلِحِينَ ۚ وَحَسُنَ أُو۟لَـٰٓئِكَ رَفِيقًا 
 Siapa yang menaati Allah dan Rasul (Nabi Muhammad), mereka itulah orang-orang yang (akan dikumpulkan) bersama orang-orang yang dianugerahi nikmat oleh Allah, (yaitu) para nabi, para pencinta kebenaran, orang-orang yang mati syahid, dan orang-orang saleh. Mereka itulah teman yang sebaik-baiknya. 
[Q.S. An-Nisa (4) : 69]"," saya kesulitan mencari teman. sejak kecil saya merasa kesepian sulit lemah menjalin hubungan tidak pandai bersosialisasi berbaur dan berkawan berteman karena saya sebenarnya sangat tertutup introvert dan pemalu sekali. sekali saya berteman biasanya hanya sebentar, datang kemudian pergi dengan cepat sekejap. saya harap orang di sekitar saya bisa memahami pribadi karakter saya karena bukan saya tidak ingin berteman tapi saya merasa overselektif memilih teman sulit sekali dan merasa malu dengan orang lain walaupun sebenarnya saya sangat ingin memiliki banyak koneksi teman kawan"
" يَـٰٓأَيُّهَا ٱلنَّاسُ إِنَّا خَلَقْنَـٰكُم مِّن ذَكَرٍ وَأُنثَىٰ وَجَعَلْنَـٰكُمْ شُعُوبًا وَقَبَآئِلَ لِتَعَارَفُوٓا۟ ۚ إِنَّ أَكْرَمَكُمْ عِندَ ٱللَّهِ أَتْقَىٰكُمْ ۚ إِنَّ ٱللَّهَ عَلِيمٌ خَبِيرٌ 
 Wahai manusia, sesungguhnya Kami telah menciptakan kamu dari seorang laki-laki dan perempuan. Kemudian, Kami menjadikan kamu berbangsa-bangsa dan bersuku-suku agar kamu saling mengenal. Sesungguhnya yang paling mulia di antara kamu di sisi Allah adalah orang yang paling bertakwa. Sesungguhnya Allah Maha Mengetahui lagi Maha Teliti. 
[Q.S. Al-Hujurat (49) : 13]"," saya hanya memiliki teman yang sedikit. saya ingin mencari memiliki teman namun saya malah dibully dan dijauhi karena saya berbeda. saya selalu diremehkan dikucilkan. kini saya trauma berteman dengan orang lain dan menjadi overselektif dalam memilih teman."
" وَمَا بِكُم مِّن نِّعْمَةٍ فَمِنَ ٱللَّهِ ۖ ثُمَّ إِذَا مَسَّكُمُ ٱلضُّرُّ فَإِلَيْهِ تَجْـَٔرُونَ 
 Segala nikmat yang ada padamu (datangnya) dari Allah. Kemudian, apabila kamu ditimpa kemudaratan, kepada-Nyalah kamu meminta pertolongan. 
[Q.S. An-Nahl (16) : 53]"," waalaikumussalam, amiin terima kasih makasih banyak jazakallah khair doanya semoga kembali kepada yang mendoakan semoga allah membalas kebaikanmu. keren banget hadiahe hadiahnya maaf kalo kalau ngerepotin merepotkan"
" وَلَا تَهِنُوا۟ وَلَا تَحْزَنُوا۟ وَأَنتُمُ ٱلْأَعْلَوْنَ إِن كُنتُم مُّؤْمِنِينَ 
 Janganlah kamu (merasa) lemah dan jangan (pula) bersedih hati, padahal kamu paling tinggi (derajatnya) jika kamu orang-orang mukmin. 
[Q.S. Ali 'Imran (3) : 139]","saya sering dibully oleh teman teman saya di sekolah. saya selalu diremehkan dikucilkan dan dianiaya bahkan dipukul dan kekerasan fisik verbal lainnya. saya sudah lama menderita tetapi tidak ada yang mengetahuinya sekalipun orang tua dan keluarga saya hingga sekarang saya takut pergi sekolah bertemu teman saya."
" وَلَا تَهِنُوا۟ وَلَا تَحْزَنُوا۟ وَأَنتُمُ ٱلْأَعْلَوْنَ إِن كُنتُم مُّؤْمِنِينَ 
 Janganlah kamu (merasa) lemah dan jangan (pula) bersedih hati, padahal kamu paling tinggi (derajatnya) jika kamu orang-orang mukmin. 
[Q.S. Ali 'Imran (3) : 139]","saya merasa tidak bisa apa apa. tidak punya bakat apapun, tidak seperti orang orang teman teman saudara saudara saya yang lain mereka pintar dan sukses sementara saya bukanlah siapapun di rumah selalu dimarahi orang tua ayah ibu saya, mereka terus membanding bandingkan saya dengan orang lain, saya tidak bisa memenuhi harapan orang tua saya tidak bisa membahagiakan mereka hanya bisa mengecewakannya.saya sangat sedih."
" يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا يَسْخَرْ قَوْمٌ مِّن قَوْمٍ عَسَىٰٓ أَن يَكُونُوا۟ خَيْرًا مِّنْهُمْ وَلَا نِسَآءٌ مِّن نِّسَآءٍ عَسَىٰٓ أَن يَكُنَّ خَيْرًا مِّنْهُنَّ ۖ وَلَا تَلْمِزُوٓا۟ أَنفُسَكُمْ وَلَا تَنَابَزُوا۟ بِٱلْأَلْقَـٰبِ ۖ بِئْسَ ٱلِٱسْمُ ٱلْفُسُوقُ بَعْدَ ٱلْإِيمَـٰنِ ۚ وَمَن لَّمْ يَتُبْ فَأُو۟لَـٰٓئِكَ هُمُ ٱلظَّـٰلِمُونَ 
 Wahai orang-orang yang beriman, janganlah suatu kaum mengolok-olok kaum yang lain (karena) boleh jadi mereka (yang diolok-olokkan itu) lebih baik daripada mereka (yang mengolok-olok) dan jangan pula perempuan-perempuan (mengolok-olok) perempuan lain (karena) boleh jadi perempuan (yang diolok-olok itu) lebih baik daripada perempuan (yang mengolok-olok). Janganlah kamu saling mencela dan saling memanggil dengan julukan yang buruk. Seburuk-buruk panggilan adalah (panggilan) fasik[^699] setelah beriman. Siapa yang tidak bertobat, mereka itulah orang-orang zalim.  [^699]: Panggilan fasik adalah panggilan dengan menggunakan kata-kata yang mengandung penghinaan atau tidak mencerminkan sifat seorang mukmin.
[Q.S. Al-Hujurat (49) : 11]"," saya kesal selalu diejek dan dihina oleh teman saya orang lain, mereka body shaming rasis dan membeda bedakan. mereka mengatakan aku jelek bodoh hitam pendek gembrot gendut gemuk kurus kerempeng bocil culun. saya ingin balas mengejek tapi tidak bisa. saya tidak tahan bahkan ingin menangis."
" كُتِبَ عَلَيْكُمُ ٱلْقِتَالُ وَهُوَ كُرْهٌ لَّكُمْ ۖ وَعَسَىٰٓ أَن تَكْرَهُوا۟ شَيْـًٔا وَهُوَ خَيْرٌ لَّكُمْ ۖ وَعَسَىٰٓ أَن تُحِبُّوا۟ شَيْـًٔا وَهُوَ شَرٌّ لَّكُمْ ۗ وَٱللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ 
 Diwajibkan atasmu berperang, padahal itu kamu benci. Boleh jadi kamu membenci sesuatu, padahal itu baik bagimu dan boleh jadi kamu menyukai sesuatu, padahal itu buruk bagimu. Allah mengetahui, sedangkan kamu tidak mengetahui. 
[Q.S. Al-Baqarah (2) : 216]"," saya gagal meraih mencapai impian harapan cita-cita keinginan tujuan saya. saya patah hati cinta saya ditolak. saya tidak lolos lulus diterima ditolak di ujian lomba kompetisi sekolah kampus ptn perguruan tinggi universitas pekerjaan impian yang saya inginkan. saya mengecewakan banyak orang. saya ditinggal orang terkasih keluarga istri ayah ibu semuanya meninggalkan saya sendiri. saya menderita dan ingin menyerah putus asa. saya merasa sangat sedih."
